date,type,address,city,state,zip,price,beds,baths,neighborhood,sqft,lot,year,hoa,url,mls,latitude,longitude
July-8-2025,Single Family Residential,7 William St,Cambridge,MA,2139,1470000,3,2,Cambridgeport,1780,1889,1854,NA,https://www.redfin.com/MA/Cambridge/7-William-St-02139/home/11561889,73370192,42.3630819,-71.1051453
May-30-2025,Townhouse,98-100 Erie St #13,Cambridge,MA,2139,1715000,2,2.5,Cambridgeport,1791,NA,1956,598,https://www.redfin.com/MA/Cambridge/98-Erie-St-02139/unit-13/home/195495279,73363906,42.3586624,-71.1057455
June-6-2025,Condo/Co-op,18 St Marys St #18,Watertown,MA,2472,856000,4,2,Mount Auburn,1795,5227,1925,175,https://www.redfin.com/MA/Watertown/18-Saint-Marys-St-02472/unit-18/home/195416056,73359912,42.374399,-71.1528746
April-11-2025,Townhouse,41 Hubbard Ave #41,Cambridge,MA,2140,1550000,3,2.5,Porter Square,1796,NA,1890,NA,https://www.redfin.com/MA/Cambridge/41-Hubbard-Ave-02140/unit-41/home/138175906,73336319,42.3887682,-71.1274007
April-11-2025,Condo/Co-op,17 Copley St #1,Cambridge,MA,2138,1112500,2,2,West Cambridge,1796,NA,1916,207,https://www.redfin.com/MA/Cambridge/17-Copley-St-02138/unit-1/home/55236757,73338804,42.3848104,-71.1340325
September-8-2025,Single Family Residential,15 Ellery Sq,Cambridge,MA,2138,1615000,3,2,Mid Cambridge,1804,772,1979,860,https://www.redfin.com/MA/Cambridge/15-Ellery-Sq-02138/home/11571297,73401518,42.3721411,-71.1097074
June-3-2025,Townhouse,33 Ash St #33,Cambridge,MA,2138,2075000,3,3,Harvard Square,1807,NA,1854,350,https://www.redfin.com/MA/Cambridge/33-Ash-St-02138/unit-33/home/195635030,73371028,42.3737903,-71.125986
April-4-2025,Townhouse,122 Richdale #122,Cambridge,MA,2140,1491000,3,2.5,Cambridge,1826,NA,2004,NA,https://www.redfin.com/MA/Cambridge/122-Richdale-Ave-02140/unit-122/home/11922699,73334382,42.3889277,-71.1255963
September-18-2025,Condo/Co-op,232 Powder House Blvd #232,Somerville,MA,2144,1100000,4,2,West Somerville,1826,NA,1910,218,https://www.redfin.com/MA/Somerville/232-Powder-House-Blvd-02144/unit-232/home/195926023,73380623,42.4067953,-71.1294572
August-18-2025,Condo/Co-op,58-60 Thorndike St #60,Arlington,MA,2474,1075000,4,2,East Arlington,1833,NA,1907,275,https://www.redfin.com/MA/Arlington/58-Thorndike-St-02474/unit-60/home/8399059,73402639,42.4013024,-71.1404662
April-9-2025,Condo/Co-op,10 Corporal Mcternan St Unit C401,Cambridge,MA,2139,1575000,2,2.5,Cambridge,1834,NA,1926,1136,https://www.redfin.com/MA/Cambridge/10-Corporal-Mcternan-St-02139/unit-C401/home/40319093,73341400,42.3606289,-71.1075764
April-14-2025,Townhouse,131 Spring St Unit 1F,Cambridge,MA,2141,1440000,3,2.5,East Cambridge,1835,6205,1900,279,https://www.redfin.com/MA/Cambridge/131-Spring-St-02141/unit-1F/home/194881349,73339235,42.3695785,-71.0844888
September-23-2025,Condo/Co-op,16 Trull St #202,Somerville,MA,2145,1225000,3,2.5,Magoun Square,1841,NA,1920,200,https://www.redfin.com/MA/Somerville/16-Trull-St-02145/unit-202/home/195850350,73377404,42.3936869,-71.1048143
June-27-2025,Condo/Co-op,12-14 Norumbega St #12,Cambridge,MA,2138,1320000,3,2.5,Strawberry Hill,1853,NA,1903,240,https://www.redfin.com/MA/Cambridge/14-Norumbega-St-02138/unit-12/home/189487765,73374154,42.3755586,-71.1532406
June-20-2025,Townhouse,202 Elm St. North #1,North Cambridge,MA,2140,1060000,4,2,North Cambridge,1855,4223,1905,308,https://www.redfin.com/MA/North-Cambridge/202-Elm-St-02140/home/11579117,73363533,42.3933557,-71.1209675
June-11-2025,Condo/Co-op,37 Seven Pines Ave #37,Cambridge,MA,2140,1525000,4,4,Cambridge,1870,3366,1925,150,https://www.redfin.com/MA/Cambridge/37-Seven-Pines-Ave-02140/unit-37/home/195558138,73367179,42.3996121,-71.1295604
June-12-2025,Townhouse,29 Grozier Rd #29,Cambridge,MA,2138,1700000,4,2.5,West Cambridge,1872,NA,1925,NA,https://www.redfin.com/MA/Cambridge/29-Grozier-Rd-02138/unit-29/home/195560393,73367566,42.3783473,-71.1412843
September-12-2025,Townhouse,95 Kirkland St #95,Cambridge,MA,2138,2125000,3,2.5,Harvard Square,1872,NA,2015,535,https://www.redfin.com/MA/Cambridge/95-Kirkland-St-02138/unit-95/home/138465462,73389295,42.3781661,-71.1075823
September-4-2025,Condo/Co-op,59 Dartmouth St Unit B,Somerville,MA,2145,1100000,3,3,Somerville,1877,4791,1900,300,https://www.redfin.com/MA/Somerville/59-Dartmouth-St-02145/unit-B/home/195987063,73385357,42.3930334,-71.0953809
May-5-2025,Single Family Residential,153 River St,Cambridge,MA,2139,2000000,3,2,Cambridgeport,1885,4617,1873,NA,https://www.redfin.com/MA/Cambridge/153-River-St-02139/home/11568573,73341727,42.3638067,-71.1095339
July-31-2025,Townhouse,44 Fresh Pond Pl #44,Cambridge,MA,2138,990000,2,2.5,Strawberry Hill,1885,NA,1981,562,https://www.redfin.com/MA/Cambridge/44-Fresh-Pond-Pl-02138/unit-44/home/180016201,73380317,42.379662,-71.1534289
July-3-2025,Townhouse,10 Brook St #2,Somerville,MA,2145,1100000,3,3.5,Somerville,1897,NA,1890,250,https://www.redfin.com/MA/Somerville/10-Brook-St-02145/unit-2/home/167612474,73339868,42.3868322,-71.0855021
July-22-2025,Single Family Residential,17 Perry St,Somerville,MA,2143,1750000,3,2.5,Somerville,1897,2767,1900,NA,https://www.redfin.com/MA/Somerville/17-Perry-St-02143/home/8746231,73393144,42.3787112,-71.1016332
June-26-2025,Single Family Residential,76 Henderson St,Arlington,MA,2474,1400000,3,1.5,East Arlington,1906,5375,1880,NA,https://www.redfin.com/MA/Arlington/76-Henderson-St-02474/home/8407646,73371103,42.4043415,-71.1353591
August-19-2025,Condo/Co-op,84 Adams St #2,Medford,MA,2155,760000,3,1,Medford,1908,NA,1910,187,https://www.redfin.com/MA/Medford/84-Adams-St-02155/unit-2/home/11802396,73392272,42.4097847,-71.1265525
July-25-2025,Condo/Co-op,27 Central Rd #1,Somerville,MA,2143,1211000,4,3,Central Hill,1918,NA,1900,240,https://www.redfin.com/MA/Somerville/27-Central-Rd-02143/unit-1/home/185181339,73385584,42.3887117,-71.1020219
July-25-2025,Townhouse,11 Frost St #11,Cambridge,MA,2140,2200000,4,3.5,Agassiz,1928,NA,1987,354,https://www.redfin.com/MA/Cambridge/11-Frost-St-02140/unit-11/home/138203732,73401869,42.3858301,-71.1176621
September-29-2025,Multi-Family (2-4 Unit),92-94 North St,Somerville,MA,2144,1295000,6,2,Tufts University,1932,NA,1960,NA,https://www.redfin.com/MA/Somerville/94-North-St-02144/home/8684292,73410440,42.409015,-71.129644
August-25-2025,Condo/Co-op,124 Orchard St #1,Somerville,MA,2144,1365000,3,2,Davis Square,1940,NA,1900,375,https://www.redfin.com/MA/Somerville/124-Orchard-St-02144/unit-1/home/12389585,73405829,42.3943312,-71.1245131
September-15-2025,Multi-Family (2-4 Unit),17-19 Wyatt St,Somerville,MA,2143,1127000,4,2,Union Square,1946,2613,1900,NA,https://www.redfin.com/MA/Somerville/19-Wyatt-St-02143/home/8730139,73410722,42.3767347,-71.1009167
September-25-2025,Condo/Co-op,72 Dana St #1,Cambridge,MA,2138,1479000,3,3,Harvard Square,1957,NA,1930,417,https://www.redfin.com/MA/Cambridge/72-Dana-St-02138/unit-1/home/196447835,73405455,42.3739354,-71.1072125
July-10-2025,Multi-Family (2-4 Unit),16-18 Pine St,Cambridge,MA,2139,2700000,6,2.5,Cambridge,1958,4527,1854,NA,https://www.redfin.com/MA/Cambridge/18-Pine-St-02139/home/11555769,73386915,42.3642341,-71.0981294
May-9-2025,Single Family Residential,26 Upton St,Cambridge,MA,2139,1510000,3,2.5,Cambridge,1960,1630,1998,NA,https://www.redfin.com/MA/Cambridge/26-Upton-St-02139/home/11561405,73350147,42.3628397,-71.1088414
August-14-2025,Townhouse,15 Valentine St #8,Cambridge,MA,2139,1850000,3,2.5,Cambridgeport,1965,NA,2005,448,https://www.redfin.com/MA/Cambridge/15-Valentine-St-02139/unit-8/home/11601881,73400351,42.3605366,-71.1059135
July-7-2025,Single Family Residential,25 Bowdoin St,Somerville,MA,2143,1650000,3,2,Union Square,1966,2145,1915,NA,https://www.redfin.com/MA/Somerville/25-Bowdoin-St-02143/home/8729691,73371316,42.3784903,-71.1010424
August-8-2025,Single Family Residential,129 Harvey St,Cambridge,MA,2140,1535000,3,2.5,Cambridge,1967,2140,2013,150,https://www.redfin.com/MA/Cambridge/129-Harvey-St-02140/home/45506904,73389523,42.397557,-71.1341142
July-10-2025,Single Family Residential,10 Wellington Ave,Somerville,MA,2145,825000,3,1.5,East Somerville,1969,2219,1880,NA,https://www.redfin.com/MA/Somerville/10-Wellington-Ave-02145/home/8731022,73375514,42.3899406,-71.0907782
June-25-2025,Townhouse,150 Columbia St #3,Cambridge,MA,2139,1300000,3,2.5,Area 4-The Port,1979,6297,2023,250,https://www.redfin.com/MA/Cambridge/150-Columbia-St-02139/unit-3/home/192036598,73369074,42.366797,-71.0977735
April-23-2025,Single Family Residential,18 Mondamin Ct,Somerville,MA,2143,1625000,3,2.5,Somerville,1980,1742,1910,NA,https://www.redfin.com/MA/Somerville/18-Mondamin-Ct-02143/home/8745212,73350464,42.3816696,-71.1095983
September-19-2025,Townhouse,91 Kirkland St #91,Cambridge,MA,2138,2220000,3,2.5,Harvard Square,1981,NA,2015,535,https://www.redfin.com/MA/Cambridge/91-Kirkland-St-02138/unit-91/home/137130616,73389261,42.3781106,-71.1079088
June-13-2025,Condo/Co-op,12 Norfolk Ct #12,Cambridge,MA,2139,2050000,3,3.5,Central Square,1985,NA,2020,424,https://www.redfin.com/MA/Cambridge/12-Norfolk-Ct-02139/unit-12/home/173361215,73370690,42.3680184,-71.0992319
August-21-2025,Townhouse,139-155 Brookline St #12,Cambridge,MA,2139,1950000,2,2.5,Cambridgeport,1987,NA,1900,673,https://www.redfin.com/MA/Cambridge/139-155-Brookline-St-02139/unit-12/home/196291740,73401285,42.36039,-71.105212
July-10-2025,Townhouse,177 Pemberton St #11,Cambridge,MA,2140,1479000,3,3,Cambridge,1989,NA,1998,449,https://www.redfin.com/MA/Cambridge/177-Pemberton-St-02140/unit-11/home/11548844,73371923,42.3907149,-71.1305416
September-3-2025,Townhouse,156 Hudson St #156,Somerville,MA,2144,1335000,4,3.5,Somerville,1990,3507,1910,175,https://www.redfin.com/MA/Somerville/156-Hudson-St-02144/unit-156/home/176992764,73357176,42.3921025,-71.1107563
May-20-2025,Townhouse,23 Reed St #1,Cambridge,MA,2140,1750000,3,3.5,North Cambridge,1992,9999,2024,300,https://www.redfin.com/MA/Cambridge/23-Reed-St-02140/unit-1/home/195240714,73353876,42.394186,-71.1318734
April-18-2025,Townhouse,123 Pearl St #123,Cambridge,MA,2139,2040000,3,4,Cambridgeport,1993,NA,1854,218,https://www.redfin.com/MA/Cambridge/123-Pearl-St-02139/unit-123/home/194869014,73338607,42.3618075,-71.105927
July-30-2025,Townhouse,20 Spring St #20,Somerville,MA,2143,725000,3,1.5,Somerville,1996,NA,1890,225,https://www.redfin.com/MA/Somerville/20-Spring-St-02143/unit-20/home/194615921,73332745,42.3849213,-71.1091664
July-7-2025,Multi-Family (2-4 Unit),737 Somerville Ave,Somerville,MA,2143,1300000,3,2,Somerville,2007,4591,1890,NA,https://www.redfin.com/MA/Somerville/737-Somerville-Ave-02143/home/8706943,73355466,42.386585,-71.1151221
May-23-2025,Single Family Residential,42 Essex St,Cambridge,MA,2139,1710000,3,1.5,Central Square,2007,2300,1873,NA,https://www.redfin.com/MA/Cambridge/42-Essex-St-02139/home/11558470,73360322,42.3671196,-71.1011928
June-16-2025,Condo/Co-op,13 Cottage Ave #2,Somerville,MA,2144,1675000,3,3.5,Somerville,2010,NA,1920,175,https://www.redfin.com/MA/Somerville/13-Cottage-Ave-02144/unit-2/home/160676903,73367022,42.3939896,-71.1219526
July-18-2025,Condo/Co-op,31 Kidder Ave #31,Somerville,MA,2144,1300000,4,2,Davis Square,2012,NA,1900,535,https://www.redfin.com/MA/Somerville/31-Kidder-Ave-02144/unit-31/home/77520746,73385675,42.3987133,-71.1176324
May-2-2025,Multi-Family (2-4 Unit),47-49 Saville St,Cambridge,MA,2138,1850000,4,2,West Cambridge,2016,4500,1962,NA,https://www.redfin.com/MA/Cambridge/49-Saville-St-02138/home/177438220,73344536,42.3837887,-71.135483
April-25-2025,Townhouse,99 Kinnaird St #2,Cambridge,MA,2139,1980000,3,3.5,Riverside,2031,NA,2013,350,https://www.redfin.com/MA/Cambridge/99-Kinnaird-St-02139/unit-2/home/86088000,73342214,42.3673194,-71.1121213
April-4-2025,Multi-Family (2-4 Unit),35 Harrison St,Somerville,MA,2143,1251000,5,2,Somerville,2051,2848,1905,NA,https://www.redfin.com/MA/Somerville/35-Harrison-St-02143/home/8745202,73333430,42.3821148,-71.1097411
May-15-2025,Condo/Co-op,989 Memorial Dr #391,Cambridge,MA,2138,2850000,3,2,Cambridge,2060,NA,1900,1461,https://www.redfin.com/MA/Cambridge/989-Memorial-Dr-02138/unit-391/home/11575237,73352714,42.3732333,-71.1260813
June-27-2025,Condo/Co-op,89 Upland Rd #2,Cambridge,MA,2140,1800000,3,2,Avon Hill,2061,NA,1886,367,https://www.redfin.com/MA/Cambridge/89-Upland-Rd-02140/unit-2/home/11597790,73366859,42.3877534,-71.1229028
July-22-2025,Multi-Family (2-4 Unit),12 Cogswell Ave,Cambridge,MA,2140,1080000,5,2,Porter Square,2061,1934,1972,NA,https://www.redfin.com/MA/Cambridge/12-Cogswell-Ave-02140/home/11583443,73376531,42.3910625,-71.1245555
September-12-2025,Townhouse,3 Sedgwick Rd #3,Cambridge,MA,2138,1950000,3,2.5,Agassiz,2065,NA,1917,21,https://www.redfin.com/MA/Cambridge/3-Sedgwick-RD-Unknown/unit-3/home/197284600,73420396,42.377925,-71.109104
May-22-2025,Condo/Co-op,126 Orchard St #2,Somerville,MA,2144,1579000,3,3,Somerville,2068,NA,1900,401,https://www.redfin.com/MA/Somerville/126-Orchard-St-02144/unit-2/home/35635352,73351326,42.3944293,-71.1246362
April-29-2025,Multi-Family (2-4 Unit),40-42 Park Ave,Cambridge,MA,2138,1921500,5,4,Strawberry Hill,2087,999999,1925,NA,https://www.redfin.com/MA/Cambridge/42-Park-Ave-02138/home/195230207,73354185,42.3777722,-71.1488036
April-4-2025,Single Family Residential,85 Washington Ave,Cambridge,MA,2140,2512000,3,2.5,Avon Hill,2088,2907,1940,NA,https://www.redfin.com/MA/Cambridge/85-Washington-Ave-02140/home/11585172,73338793,42.3862998,-71.123905
June-18-2025,Single Family Residential,31 Dickinson St,Somerville,MA,2143,1900000,4,2.5,Inman Square,2089,1800,1899,NA,https://www.redfin.com/MA/Somerville/31-Dickinson-St-02143/home/8747051,73371010,42.3753359,-71.1010937
June-27-2025,Multi-Family (2-4 Unit),12 Rindgefield St,Cambridge,MA,2140,1785000,4,2,Cambridge,2092,3699,1910,NA,https://www.redfin.com/MA/Cambridge/12-Rindgefield-St-02140/home/167722248,73370672,42.3935331,-71.1276535
August-22-2025,Multi-Family (2-4 Unit),7-9 Lincoln,Cambridge,MA,2141,1210000,4,2,Cambridge,2094,1508,1903,NA,https://www.redfin.com/MA/Cambridge/9-Lincoln-St-02141/home/11556961,73397658,42.3708814,-71.0931687
May-8-2025,Townhouse,46 Locke St #46,Cambridge,MA,2140,1450000,3,2.5,Cambridge,2122,1320,1891,225,https://www.redfin.com/MA/Cambridge/46-Locke-St-02140/unit-46/home/11548899,73347115,42.3973645,-71.1279116
August-6-2025,Single Family Residential,12 Lester Ter,Somerville,MA,2144,1910000,4,2.5,Somerville,2124,2295,1900,NA,https://www.redfin.com/MA/Somerville/12-Lester-Ter-02144/home/8693032,73378846,42.397108,-71.1253216
July-29-2025,Single Family Residential,16 Edgar Ave,Somerville,MA,2145,1290000,4,3.5,Somerville,2126,1841,1920,NA,https://www.redfin.com/MA/Somerville/16-Edgar-Ave-02145/home/8714470,73371816,42.3958955,-71.0973999
April-8-2025,Condo/Co-op,130 Mount Auburn St #511,Cambridge,MA,2138,3495000,3,3,Harvard Square,2132,NA,1985,4312,https://www.redfin.com/MA/Cambridge/130-Mount-Auburn-St-02138/unit-511/home/11575525,73342395,42.3729392,-71.124352
May-23-2025,Condo/Co-op,130 Mount Auburn St #506,Cambridge,MA,2138,3500000,3,2,Harvard Square,2143,NA,1985,4234,https://www.redfin.com/MA/Cambridge/130-Mount-Auburn-St-02138/unit-506/home/11575511,73346356,42.3729392,-71.124352
June-2-2025,Single Family Residential,16 Sargent St,Cambridge,MA,2140,2175000,4,2.5,Porter Square,2151,3999,2003,NA,https://www.redfin.com/MA/Cambridge/16-Sargent-St-02140/home/11582473,73368450,42.3926136,-71.1317326
July-11-2025,Single Family Residential,252 Pearl St Unit B,Cambridge,MA,2139,2501000,4,3.5,Cambridgeport,2174,5000,2015,27,https://www.redfin.com/MA/Cambridge/252-Pearl-St-02139/unit-B/home/109314666,73378265,42.3585494,-71.1090926
July-25-2025,Single Family Residential,11 Maynard Pl,Cambridge,MA,2138,2140000,3,3.5,West Cambridge,2174,2968,1850,NA,https://www.redfin.com/MA/Cambridge/11-Maynard-Pl-02138/home/11587915,73385731,42.3754564,-71.1322026
July-15-2025,Single Family Residential,3 Livermore Rd,Belmont,MA,2478,1598000,4,2.5,Shaw Estates,2207,6550,1950,NA,https://www.redfin.com/MA/Belmont/3-Livermore-Rd-02478/home/8427314,73375528,42.3851941,-71.1600067
August-28-2025,Condo/Co-op,126 Central St #2,Somerville,MA,2145,1345000,4,3,Somerville,2226,NA,1910,234,https://www.redfin.com/MA/Somerville/126-Central-St-02145/unit-2/home/160608617,73392211,42.3916001,-71.1014793
September-18-2025,Townhouse,32 Burnside Ave #2,Somerville,MA,2144,1400000,3,3,Davis Square,2250,NA,1930,360,https://www.redfin.com/MA/Somerville/32-Burnside-Ave-02144/unit-2/home/8759892,73401847,42.3913411,-71.1171104
August-18-2025,Multi-Family (2-4 Unit),11 Madison St,Somerville,MA,2143,1200000,4,2,Somerville,2256,3000,1920,NA,https://www.redfin.com/MA/Somerville/11-Madison-St-02143/home/8716599,73384972,42.388,-71.0988546
July-11-2025,Condo/Co-op,8 Lee St #2,Somerville,MA,2145,1395000,5,3,Somerville,2258,NA,1905,250,https://www.redfin.com/MA/Somerville/8-Lee-St-02145/unit-2/home/186505172,73353341,42.3901745,-71.0996614
July-9-2025,Multi-Family (2-4 Unit),14 Calvin St,Somerville,MA,2143,1280000,6,2,Somerville,2279,2474,1900,NA,https://www.redfin.com/MA/Somerville/14-Calvin-St-02143/home/8724206,73374327,42.3782732,-71.1039535
August-22-2025,Multi-Family (2-4 Unit),22-24 Bowdoin St,Somerville,MA,2143,1050000,4,2,Union Square,2279,2320,1900,NA,https://www.redfin.com/MA/Somerville/22-Bowdoin-St-02143/home/8729772,73402330,42.3785125,-71.1006827
September-8-2025,Multi-Family (2-4 Unit),114 Capen St,Medford,MA,2155,850000,4,2,Medford,2288,3336,1922,NA,https://www.redfin.com/MA/Medford/114-Capen-St-02155/home/11801234,73402296,42.4133913,-71.1281641
August-26-2025,Multi-Family (2-4 Unit),61 Gold Star Rd,Cambridge,MA,2140,1250000,5,2,North Cambridge,2289,2012,1903,NA,https://www.redfin.com/MA/Cambridge/61-Gold-Star-Rd-02140/home/11579962,73381138,42.3996391,-71.1302511
May-15-2025,Townhouse,47 Bay State Rd #2,Cambridge,MA,2138,1475000,3,3.5,Cambridge,2336,NA,2024,354,https://www.redfin.com/MA/Cambridge/47-Bay-State-Rd-02138/unit-2/home/186511940,73355921,42.3876349,-71.1393279
July-10-2025,Townhouse,31 Henderson St #1,Arlington,MA,2474,1430000,3,2.5,East Arlington,2336,NA,1900,NA,https://www.redfin.com/MA/Arlington/31-Henderson-St-02474/unit-1/home/177422093,73381829,42.402928,-71.1364267
September-15-2025,Multi-Family (2-4 Unit),281 Alewife Brook Pkwy,Somerville,MA,2144,1175000,5,2,Somerville,2350,4624,1920,NA,https://www.redfin.com/MA/Somerville/281-Alewife-Brook-Pkwy-02144/home/11432612,73389240,42.4087835,-71.1299923
June-18-2025,Townhouse,23 Gray St Unit A,Cambridge,MA,2138,1805000,5,2.5,Neighborhood 9,2354,NA,1903,370,https://www.redfin.com/MA/Cambridge/23-Gray-St-02138/unit-A/home/195807763,73374702,42.3831476,-71.1224338
July-22-2025,Single Family Residential,41 Sargent St,Cambridge,MA,2140,1605000,3,2.5,North Cambridge,2355,3500,1874,NA,https://www.redfin.com/MA/Cambridge/41-Sargent-St-02140/home/11582229,73393229,42.3914834,-71.1321537
April-11-2025,Townhouse,22 Line St Unit E,Somerville,MA,2143,1712000,3,3,Somerville,2357,NA,2002,190,https://www.redfin.com/MA/Somerville/22-Line-St-02143/unit-E/home/8754311,73341698,42.3775976,-71.1064473
August-18-2025,Multi-Family (2-4 Unit),98 Clay,Cambridge,MA,2140,1850000,5,2,Cambridge,2382,4367,1904,NA,https://www.redfin.com/MA/Cambridge/98-Clay-St-02140/home/11581110,73350659,42.3963334,-71.1344565
May-16-2025,Single Family Residential,624 Green St,Cambridge,MA,2139,1975000,3,3.5,Cambridge,2397,2756,1873,NA,https://www.redfin.com/MA/Cambridge/624-Green-St-02139/home/11567503,73349054,42.3686348,-71.1120679
May-23-2025,Single Family Residential,55 Glenn Rd,Belmont,MA,2478,2055000,3,2.5,Belmont,2400,8528,1973,NA,https://www.redfin.com/MA/Belmont/55-Glenn-Rd-02478/home/8436656,73353048,42.3891408,-71.1581987
August-25-2025,Condo/Co-op,361 Walden #361,Cambridge,MA,2138,2060000,3,3.5,Cambridge,2400,2613,1924,250,https://www.redfin.com/MA/Cambridge/361-Walden-St-02138/unit-361/home/196136567,73393936,42.3841386,-71.1340106
July-15-2025,Multi-Family (2-4 Unit),30 Partridge Ave,Somerville,MA,2145,1250000,5,2,Somerville,2412,2240,1920,NA,https://www.redfin.com/MA/Somerville/30-Partridge-Ave-02145/home/8709650,73380154,42.3940041,-71.1037852
June-20-2025,Multi-Family (2-4 Unit),69 Farragut Ave,Somerville,MA,2144,1275000,5,2,Teele Square,2434,4200,1930,NA,https://www.redfin.com/MA/Somerville/69-Farragut-Ave-02144/home/8684992,73370461,42.4031303,-71.1320977
August-1-2025,Multi-Family (2-4 Unit),82-84 Quincy St,Medford,MA,2155,1265000,7,2,Medford Hillside,2442,4750,1910,NA,https://www.redfin.com/MA/Medford/84-Quincy-St-02155/home/193419545,73390426,42.4104717,-71.1270959
April-25-2025,Multi-Family (2-4 Unit),63-65 Cameron Ave,Somerville,MA,2144,1050000,5,NA,Somerville,2464,3000,1900,NA,https://www.redfin.com/MA/Somerville/65-Cameron-Ave-02144/home/8690752,73342359,42.3991668,-71.128621
July-18-2025,Multi-Family (2-4 Unit),12 Leonard St,Somerville,MA,2144,1340000,4,2,Somerville,2466,4478,1920,NA,https://www.redfin.com/MA/Somerville/12-Leonard-St-02144/home/8691058,73395482,42.4016386,-71.1207006
May-2-2025,Single Family Residential,209 Lakeview Ave,Cambridge,MA,2138,1925000,3,2.5,Huron Village,2476,4200,1880,NA,https://www.redfin.com/MA/Cambridge/209-Lake-View-Ave-02138/home/11590576,73350593,42.3825217,-71.1403234
August-12-2025,Multi-Family (2-4 Unit),57 Bartlett St,Somerville,MA,2145,1085000,5,2,Somerville,2477,2763,1910,NA,https://www.redfin.com/MA/Somerville/57-Bartlett-St-02145/home/8715500,73396829,42.3937326,-71.1019407
August-7-2025,Condo/Co-op,20 Putnam St #1,Somerville,MA,2143,1500000,3,2,Union Square,2480,3920,1900,300,https://www.redfin.com/MA/Somerville/20-Putnam-St-02143/unit-1/home/196329226,73402428,42.3839561,-71.0986617
September-9-2025,Multi-Family (2-4 Unit),115 Elm St,Somerville,MA,2144,1205000,4,2,Somerville,2493,2894,1920,NA,https://www.redfin.com/MA/Somerville/115-Elm-St-02144/home/8702103,73384270,42.3902443,-71.1173208
August-18-2025,Multi-Family (2-4 Unit),44-46 Callender St,Cambridge,MA,2139,1630000,4,3,Cambridge,2497,2810,1902,NA,https://www.redfin.com/MA/Cambridge/44-Callender-St-02139/home/11567800,73374978,42.3652886,-71.1125106
May-29-2025,Townhouse,177 Pemberton St #4,Cambridge,MA,2140,1650000,4,4.5,Neighborhood 9,2510,NA,1998,569,https://www.redfin.com/MA/Cambridge/177-Pemberton-St-02140/unit-4/home/11548867,73371226,42.3907149,-71.1305416
April-22-2025,Multi-Family (2-4 Unit),30 Carver St,Cambridge,MA,2138,2800000,5,4,Cambridge,2523,4977,1885,NA,https://www.redfin.com/MA/Cambridge/30-Carver-St-02138/home/11573162,73345558,42.3823054,-71.112706
May-15-2025,Single Family Residential,30 Walker St,Cambridge,MA,2138,4000000,5,2.5,Radcliffe / Harvard Square,2533,3939,1886,NA,https://www.redfin.com/MA/Cambridge/30-Walker-St-02138/home/11377860,73366068,42.3801117,-71.123688
June-18-2025,Multi-Family (2-4 Unit),35 Kingston St,Somerville,MA,2144,1502000,4,3,Davis Square,2534,3052,1900,NA,https://www.redfin.com/MA/Somerville/35-Kingston-St-02144/home/8693320,73367637,42.39729,-71.1267621
July-29-2025,Multi-Family (2-4 Unit),67 Newbern Ave,Medford,MA,2155,1035000,4,2,Tufts University,2546,3127,1910,NA,https://www.redfin.com/MA/Medford/67-Newbern-Ave-02155/home/11798529,73396503,42.4002564,-71.1097498
July-2-2025,Multi-Family (2-4 Unit),65 Hancock St,Somerville,MA,2144,1105000,4,2,Davis Square,2561,2721,1900,NA,https://www.redfin.com/MA/Somerville/65-Hancock-St-02144/home/8743735,73352550,42.3921238,-71.1153516
September-4-2025,Multi-Family (2-4 Unit),483 Broadway,Medford,MA,2155,1075000,7,3,Medford,2570,4808,1910,NA,https://www.redfin.com/MA/Medford/483-Broadway-02155/home/179800150,73411751,42.397648,-71.103155
August-14-2025,Condo/Co-op,20 Putnam St #2,Somerville,MA,2143,1475000,4,3,Union Square,2587,3920,1900,295,https://www.redfin.com/MA/Somerville/20-Putnam-St-02143/unit-2/home/196068515,73390505,42.3839561,-71.0986617
April-30-2025,Condo/Co-op,92 Howard St #92,Cambridge,MA,2139,2880000,4,4.5,Riverside,2601,NA,2020,190,https://www.redfin.com/MA/Cambridge/92-Howard-St-02139/unit-92/home/172515461,73348115,42.3665976,-71.1109697
August-25-2025,Multi-Family (2-4 Unit),192 Pearl St,Somerville,MA,2145,1180000,7,3,Somerville,2602,2925,1900,NA,https://www.redfin.com/MA/Somerville/192-Pearl-St-02145/home/192289559,73405731,42.3867776,-71.0917005
August-25-2025,Multi-Family (2-4 Unit),36-38 Magnus Ave,Somerville,MA,2143,1575000,7,3.5,Somerville,2622,3049,1920,NA,https://www.redfin.com/MA/Somerville/38-Magnus-Ave-02143/home/8724609,73393652,42.3779254,-71.1032876
September-29-2025,Single Family Residential,419 Broadway,Cambridge,MA,2138,2537250,4,4.5,Cambridge,2625,2671,1873,NA,https://www.redfin.com/MA/Cambridge/419-Broadway-02138/home/11571591,73405551,42.3726886,-71.1089906
April-10-2025,Condo/Co-op,31 Upland Rd #2,Cambridge,MA,2140,1935000,3,2.5,Porter Square,2633,NA,1901,200,https://www.redfin.com/MA/Cambridge/31-Upland-Rd-02140/unit-2/home/11578843,73288668,42.3881989,-71.1208912
